date_entry,strike_price,put_writer_oi,put_wri_oi_prev,put_volume,put_ltp,expiry_date,nifty_spot_price
2025-05-27 12:51:05,23400,198300,129375,526500,19.60,2025-06-05,24846.40
2025-05-27 12:56:05,23400,198075,129375,534150,19.50,2025-06-05,24846.40
2025-05-27 13:01:05,23400,198150,129375,538725,19.95,2025-06-05,24828.05
2025-05-27 13:06:05,23400,198375,129375,548625,20.70,2025-06-05,24811.75
2025-05-27 13:11:05,23400,197550,129375,552375,19.35,2025-06-05,24827.70
2025-05-27 13:16:05,23400,197925,129375,556275,18.20,2025-06-05,24843.60
2025-05-27 13:21:05,23400,196875,129375,563250,18.80,2025-06-05,24824.35
2025-05-27 13:31:05,23400,197025,129375,574200,17.50,2025-06-05,24822.00
2025-05-27 13:36:05,23400,198225,129375,585600,19.30,2025-06-05,24823.15
2025-05-27 13:41:06,23400,197250,129375,589050,18.75,2025-06-05,24833.60
2025-05-27 13:46:05,23400,197025,129375,592800,18.25,2025-06-05,24850.20
2025-05-27 15:11:05,23400,196425,129375,731175,16.30,2025-06-05,24837.95
2025-05-27 15:16:06,23400,196125,129375,759750,15.75,2025-06-05,24831.45
2025-05-27 15:21:06,23400,203700,129375,771300,16.30,2025-06-05,24822.60
2025-05-27 15:26:06,23400,202350,129375,788625,16.40,2025-06-05,24820.55
2025-05-27 15:31:05,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 15:35:05,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 15:51:05,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 16:05:05,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 16:10:06,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 16:15:05,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 16:20:05,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 16:30:06,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 16:35:05,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 16:40:05,23400,202050,129375,795900,16.10,2025-06-05,24826.20
2025-05-27 11:16:05,23400,2550,2100,2175,38.45,2025-06-12,24909.15
2025-05-27 11:21:06,23400,2475,2100,2325,38.45,2025-06-12,24897.80
2025-05-27 11:26:05,23400,2475,2100,2325,38.45,2025-06-12,24984.10
2025-05-27 11:31:06,23400,2475,2100,2325,38.45,2025-06-12,25060.10
2025-05-27 11:36:05,23400,2475,2100,2325,38.45,2025-06-12,25014.80
2025-05-27 11:40:06,23400,2475,2100,2325,38.45,2025-06-12,24973.05
2025-05-27 11:46:05,23400,2475,2100,2325,38.45,2025-06-12,24964.85
2025-05-27 11:51:06,23400,2550,2100,2400,38.45,2025-06-12,24916.35
2025-05-27 11:56:06,23400,2925,2100,3750,37.30,2025-06-12,24966.25
2025-05-27 12:01:06,23400,2925,2100,3750,37.30,2025-06-12,24931.90
2025-05-27 12:06:06,23400,2925,2100,3750,37.30,2025-06-12,24956.40
2025-05-27 12:11:06,23400,2925,2100,3750,37.30,2025-06-12,24942.55
2025-05-27 12:16:06,23400,2925,2100,3750,37.30,2025-06-12,24948.45
2025-05-27 12:21:05,23400,2925,2100,3750,37.30,2025-06-12,24926.10
2025-05-27 12:26:06,23400,2925,2100,3750,37.30,2025-06-12,24889.25
2025-05-27 12:31:06,23400,2925,2100,3750,37.30,2025-06-12,24820.70
2025-05-27 12:36:05,23400,2925,2100,3750,37.30,2025-06-12,24866.45
2025-05-27 12:41:06,23400,2925,2100,3750,37.30,2025-06-12,24858.70
2025-05-27 12:46:05,23400,2925,2100,3750,37.30,2025-06-12,24874.60
2025-05-27 12:51:05,23400,2925,2100,3750,37.30,2025-06-12,24846.40
2025-05-27 12:56:06,23400,2925,2100,3825,45.90,2025-06-12,24847.20
2025-05-27 13:01:05,23400,2925,2100,3825,45.90,2025-06-12,24828.05
2025-05-27 13:06:05,23400,2925,2100,3825,45.90,2025-06-12,24811.30
2025-05-27 13:11:06,23400,2925,2100,3825,45.90,2025-06-12,24828.00
2025-05-27 13:16:06,23400,2925,2100,3825,45.90,2025-06-12,24844.80
2025-05-27 13:21:05,23400,2925,2100,3825,45.90,2025-06-12,24824.35
