ledger_id,date_entry,call_writer_oi,call_wri_oi_prev,call_volume,call_ltp,call_iv,expiry_date,strike_price,put_writer_oi,put_wri_oi_prev,put_volume,put_ltp,put_iv,nifty_spot_price,pcr
203538,2025-04-23 23:55:05,539625,291750,3972900,25.70,16.40,2025-04-30,25100,4275,375,5100,774.30,18.68,24328.95,0.00790
203539,2025-04-23 23:55:05,88275,72225,966600,23.95,17.40,2025-04-30,25150,600,600,75,802.85,15.93,24328.95,0.00680
203540,2025-04-23 23:55:05,1005600,675150,5385600,20.00,17.00,2025-04-30,25200,1875,675,2625,878.60,21.03,24328.95,0.00190
203541,2025-04-23 23:55:05,160650,70950,1295250,18.25,17.38,2025-04-30,25250,300,225,225,914.60,19.67,24328.95,0.00190
203542,2025-04-23 23:55:05,698475,370425,2808975,15.10,17.12,2025-04-30,25300,2475,1800,1425,962.40,20.08,24328.95,0.00350
203543,2025-04-23 23:55:05,157425,46500,905475,13.75,17.73,2025-04-30,25350,750,225,825,1007.95,19.99,24328.95,0.00480
203544,2025-04-23 23:55:05,1210575,1158600,4472025,11.10,17.64,2025-04-30,25400,4575,4575,2025,1060.50,21.26,24328.95,0.00380
203545,2025-04-23 23:55:05,108225,53025,650175,10.00,18.43,2025-04-30,25450,150,150,600,1093.50,0.00,24328.95,0.00140
203546,2025-04-23 23:55:05,2936550,1148400,8015025,9.20,18.07,2025-04-30,25500,37950,9300,35475,1155.00,21.55,24328.95,0.01290
203547,2025-04-23 23:55:05,71250,41100,494100,7.00,18.86,2025-04-30,25550,450,450,300,1188.40,0.00,24328.95,0.00630
203548,2025-04-23 23:55:05,993300,736200,2694675,6.40,18.43,2025-04-30,25600,675,375,600,1251.10,0.00,24328.95,0.00070
203549,2025-04-23 23:55:05,74325,31875,513750,5.50,19.35,2025-04-30,25650,0,0,150,1290.85,0.00,24328.95,0.00000
203550,2025-04-23 23:55:05,1005675,373950,3102975,4.25,18.62,2025-04-30,25700,0,0,75,1410.00,29.22,24328.95,0.00000
203551,2025-04-23 23:55:05,115200,30375,518100,3.40,19.17,2025-04-30,25750,0,0,600,1397.95,0.00,24328.95,0.00000
203552,2025-04-23 23:55:05,2891400,158700,6370125,2.50,18.19,2025-04-30,25800,0,0,0,0.00,0.00,24328.95,0.00000
203553,2025-04-23 23:55:05,219450,29400,633150,1.95,17.94,2025-04-30,25850,0,0,600,1495.25,0.00,24328.95,0.00000
203554,2025-04-23 23:55:05,2627325,1009500,7114650,2.00,18.68,2025-04-30,25900,150,75,150,1525.10,0.00,24328.95,0.00010
203778,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-04-30,20400,620400,553875,908400,2.35,49.80,24328.95,
203779,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-04-30,20450,78375,43050,229200,2.55,49.07,24328.95,
203780,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-04-30,20500,764925,602550,1189275,2.60,48.58,24328.95,
203781,2025-04-24 00:00:05,75,75,0,3343.15,0.00,2025-04-30,20550,6750,7950,17475,2.55,47.85,24328.95,90.00000
203782,2025-04-24 00:00:05,75,75,0,3281.55,0.00,2025-04-30,20600,50175,42075,238725,2.60,47.36,24328.95,669.00000
203783,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-04-30,20650,11325,3525,33000,3.40,48.10,24328.95,
203784,2025-04-24 00:00:05,75,75,0,3180.25,0.00,2025-04-30,20700,39825,34350,184275,2.65,46.88,24328.95,531.00000
203785,2025-04-24 00:00:05,75,75,0,3423.25,0.00,2025-04-30,20750,19350,7500,36675,3.65,47.61,24328.95,258.00000
203786,2025-04-24 00:00:05,75,75,0,3073.60,0.00,2025-04-30,20800,112125,113175,254475,4.15,47.36,24328.95,1495.00000
203787,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-04-30,20850,3450,0,17775,3.10,45.17,24328.95,
203788,2025-04-24 00:00:05,75,75,75,3345.00,0.00,2025-04-30,20900,62550,23400,277725,3.80,45.65,24328.95,834.00000
203789,2025-04-24 00:00:05,75,75,0,2924.85,0.00,2025-04-30,20950,6675,1500,20025,3.15,43.95,24328.95,89.00000
203790,2025-04-24 00:00:05,3825,3450,450,3354.85,57.92,2025-04-30,21000,1443450,621075,2906175,4.25,44.31,24328.95,377.37250
203791,2025-04-24 00:00:05,75,75,0,2825.40,0.00,2025-04-30,21050,11325,8475,27075,3.65,43.46,24328.95,151.00000
203792,2025-04-24 00:00:05,75,75,0,2775.70,0.00,2025-04-30,21100,40500,34050,282375,3.10,42.36,24328.95,540.00000
203793,2025-04-24 00:00:05,75,150,0,3026.10,0.00,2025-04-30,21150,8775,16050,25275,3.85,42.48,24328.95,117.00000
203794,2025-04-24 00:00:05,75,0,0,2940.00,0.00,2025-04-30,21200,82425,77025,324825,4.35,42.48,24328.95,1099.00000
203795,2025-04-24 00:00:05,75,150,0,2926.80,0.00,2025-04-30,21250,600,0,1725,4.35,41.87,24328.95,8.00000
203796,2025-04-24 00:00:05,225,300,0,2873.05,0.00,2025-04-30,21300,49575,27075,143775,3.40,40.04,24328.95,220.33330
203797,2025-04-24 00:00:05,225,300,0,2823.45,0.00,2025-04-30,21350,6225,7275,16275,5.40,41.75,24328.95,27.66670
203798,2025-04-24 00:00:05,675,675,150,2940.00,44.01,2025-04-30,21400,68400,67125,232050,4.60,40.28,24328.95,101.33330
203799,2025-04-24 00:00:05,750,675,0,2718.20,0.00,2025-04-30,21450,8175,14025,23100,4.50,39.86,24328.95,10.90000
203800,2025-04-24 00:00:05,15900,13200,5475,2840.00,42.60,2025-04-30,21500,864900,686175,1649700,4.80,39.06,24328.95,54.39620
203801,2025-04-24 00:00:05,450,600,0,2633.35,0.00,2025-04-30,21550,5850,10200,27750,5.30,39.06,24328.95,13.00000
203802,2025-04-24 00:00:05,25725,25275,675,2745.05,44.25,2025-04-30,21600,183375,65925,454200,5.00,38.09,24328.95,7.12830
203803,2025-04-24 00:00:05,375,525,0,2535.40,0.00,2025-04-30,21650,17475,17100,52350,5.20,37.60,24328.95,46.60000
203804,2025-04-24 00:00:05,2925,2400,600,2632.00,29.79,2025-04-30,21700,192450,72750,403050,4.70,38.94,24328.95,65.79490
203805,2025-04-24 00:00:05,675,825,0,2431.75,0.00,2025-04-30,21750,52050,31425,108450,5.35,36.50,24328.95,77.11110
203806,2025-04-24 00:00:05,9675,9750,1125,2567.25,31.25,2025-04-30,21800,380550,193275,1010400,6.45,37.17,24328.95,39.33330
203807,2025-04-24 00:00:05,600,750,0,2332.50,0.00,2025-04-30,21850,18375,15225,51975,6.00,35.77,24328.95,30.62500
203808,2025-04-24 00:00:05,1275,1275,225,2451.15,42.51,2025-04-30,21900,231150,82350,890550,6.25,35.64,24328.95,181.29410
203809,2025-04-24 00:00:05,375,450,0,1927.65,0.00,2025-04-30,21950,47775,36225,228975,6.35,35.10,24328.95,127.40000
203810,2025-04-24 00:00:05,190050,185025,39600,2342.00,0.00,2025-04-30,22000,1636125,1170075,4246875,7.10,34.97,24328.95,8.60890
203811,2025-04-24 00:00:05,4650,4575,150,2200.00,0.00,2025-04-30,22050,16125,11925,74025,7.10,33.94,24328.95,3.46770
203812,2025-04-24 00:00:05,10275,10200,525,2265.80,44.02,2025-04-30,22100,120975,299850,1208100,7.50,33.94,24328.95,11.77370
203813,2025-04-24 00:00:05,1050,1275,0,2037.75,0.00,2025-04-30,22150,21975,25425,117300,5.90,32.10,24328.95,20.92860
203814,2025-04-24 00:00:05,13575,13650,2700,2167.75,42.88,2025-04-30,22200,240075,199050,948375,8.00,32.90,24328.95,17.68510
203815,2025-04-24 00:00:05,1125,300,975,1995.00,0.00,2025-04-30,22250,43125,36075,159000,9.90,32.90,24328.95,38.33330
203816,2025-04-24 00:00:05,15075,12150,3825,2045.00,34.03,2025-04-30,22300,416550,216375,948750,9.00,32.10,24328.95,27.63180
203817,2025-04-24 00:00:05,3600,3600,150,2007.90,37.75,2025-04-30,22350,51000,32550,231075,9.55,31.74,24328.95,14.16670
203818,2025-04-24 00:00:05,20175,18975,3600,1950.75,34.73,2025-04-30,22400,223650,163050,838875,10.65,31.59,24328.95,11.08550
203819,2025-04-24 00:00:05,9450,9525,600,1895.95,32.23,2025-04-30,22450,27675,26550,196200,10.50,30.40,24328.95,2.92860
203820,2025-04-24 00:00:05,150300,164700,56475,1851.95,0.00,2025-04-30,22500,1403775,1043100,4775700,10.85,30.88,24328.95,9.33980
203821,2025-04-24 00:00:05,7575,7575,225,1766.30,0.00,2025-04-30,22550,40200,20850,224400,11.70,29.48,24328.95,5.30690
203822,2025-04-24 00:00:05,18600,13725,9075,1751.25,0.00,2025-04-30,22600,520500,179700,1332750,10.50,28.69,24328.95,27.98390
203823,2025-04-24 00:00:05,975,900,300,1707.00,32.68,2025-04-30,22650,44775,21600,276825,12.30,28.32,24328.95,45.92310
203824,2025-04-24 00:00:05,104175,50025,59700,1652.10,0.00,2025-04-30,22700,580200,203700,2131125,13.30,28.44,24328.95,5.56950
203825,2025-04-24 00:00:05,9975,9075,1725,1610.00,31.86,2025-04-30,22750,125475,63525,495900,13.50,27.22,24328.95,12.57890
203826,2025-04-24 00:00:05,41625,41550,10125,1552.65,0.00,2025-04-30,22800,826275,540825,3165000,15.35,27.71,24328.95,19.85050
203827,2025-04-24 00:00:05,9450,7350,4125,1400.00,0.00,2025-04-30,22850,70425,59025,344025,15.35,26.09,24328.95,7.45240
203828,2025-04-24 00:00:05,60450,56475,10500,1458.00,28.90,2025-04-30,22900,434400,263475,2124975,15.30,26.18,24328.95,7.18610
203829,2025-04-24 00:00:05,12525,12525,150,1388.50,0.00,2025-04-30,22950,85200,62925,375900,18.15,26.34,24328.95,6.80240
203830,2025-04-24 00:00:05,290550,259800,120150,1358.90,0.00,2025-04-30,23000,2606700,1814475,7864425,18.10,25.73,24328.95,8.97160
203831,2025-04-24 00:00:05,6975,6975,525,1160.00,0.00,2025-04-30,23050,86775,35550,496875,20.00,25.30,24328.95,12.44090
203832,2025-04-24 00:00:05,112800,63600,58575,1262.05,0.00,2025-04-30,23100,377250,305550,2267400,19.05,24.48,24328.95,3.34440
203833,2025-04-24 00:00:05,8550,8700,300,1219.95,27.18,2025-04-30,23150,56100,50775,492975,21.85,23.38,24328.95,6.56140
203834,2025-04-24 00:00:05,103425,101775,39225,1165.00,0.00,2025-04-30,23200,888450,645975,3484425,20.35,23.35,24328.95,8.59030
203835,2025-04-24 00:00:05,11025,8775,9075,1116.55,13.67,2025-04-30,23250,147375,117450,800700,23.75,23.01,24328.95,13.36730
203836,2025-04-24 00:00:05,181725,165600,61425,1070.00,24.52,2025-04-30,23300,1028100,834825,4412325,24.10,22.46,24328.95,5.65740
203837,2025-04-24 00:00:05,30975,34800,13950,1013.35,0.00,2025-04-30,23350,114750,104475,834300,26.25,21.88,24328.95,3.70460
203838,2025-04-24 00:00:05,212100,228375,63900,971.00,15.26,2025-04-30,23400,688200,532725,3306975,26.40,21.58,24328.95,3.24470
203839,2025-04-24 00:00:05,19125,20175,3825,922.00,15.01,2025-04-30,23450,151575,105375,905550,30.95,20.97,24328.95,7.92550
203840,2025-04-24 00:00:05,507375,504000,343575,875.30,15.50,2025-04-30,23500,1952925,1615875,9169125,32.25,20.39,24328.95,3.84910
203841,2025-04-24 00:00:05,27075,27225,7800,828.00,15.50,2025-04-30,23550,163575,129600,1195275,35.80,19.30,24328.95,6.04160
203842,2025-04-24 00:00:05,202725,203925,108900,781.05,15.47,2025-04-30,23600,829050,634350,4473525,36.75,19.36,24328.95,4.08950
203843,2025-04-24 00:00:05,20025,22875,11325,735.15,15.53,2025-04-30,23650,172125,169575,1853925,39.45,18.72,24328.95,8.59550
203844,2025-04-24 00:00:05,369825,382575,182550,686.15,14.89,2025-04-30,23700,1095375,1018650,6644625,42.90,18.23,24328.95,2.96190
203845,2025-04-24 00:00:05,35100,38400,45750,640.00,14.69,2025-04-30,23750,643875,258450,3591825,46.00,17.81,24328.95,18.34400
203846,2025-04-24 00:00:05,294000,370500,440625,594.00,14.43,2025-04-30,23800,1484625,1029525,9571875,50.95,17.43,24328.95,5.04970
203847,2025-04-24 00:00:05,89400,186300,239700,525.00,14.69,2025-04-30,23850,346200,207900,3065400,56.15,17.19,24328.95,3.87250
203848,2025-04-24 00:00:05,309000,329775,518250,507.00,14.25,2025-04-30,23900,1028400,798150,8380950,62.75,16.69,24328.95,3.32820
203849,2025-04-24 00:00:05,143700,69750,281550,466.85,14.34,2025-04-30,23950,317400,296625,3277125,72.65,16.59,24328.95,2.20880
203850,2025-04-24 00:00:05,1190250,1330200,4020150,425.00,14.10,2025-04-30,24000,2876550,2239950,22164375,80.00,16.13,24328.95,2.41680
203851,2025-04-24 00:00:05,81000,130650,539550,382.30,13.66,2025-04-30,24050,249750,242550,2873550,90.45,15.88,24328.95,3.08330
203852,2025-04-24 00:00:05,2077725,2212875,4705275,349.95,14.05,2025-04-30,24100,1793625,1491825,9825300,101.25,15.56,24328.95,0.86330
203853,2025-04-24 00:00:05,220800,332550,2808450,311.85,13.76,2025-04-30,24150,394500,378450,4881375,118.30,15.56,24328.95,1.78670
203854,2025-04-24 00:00:05,1701450,1941750,16828050,280.05,13.84,2025-04-30,24200,2011050,1836000,19301925,134.10,15.44,24328.95,1.18200
203855,2025-04-24 00:00:05,437475,333000,7056675,250.15,13.92,2025-04-30,24250,398175,214350,6095175,153.35,15.46,24328.95,0.91020
203856,2025-04-24 00:00:05,1753200,1348875,21296325,220.00,14.05,2025-04-30,24300,1674150,505200,17313900,176.90,15.39,24328.95,0.95490
203857,2025-04-24 00:00:05,484050,216600,7489275,195.00,14.01,2025-04-30,24350,276150,49650,3851400,200.20,15.45,24328.95,0.57050
203858,2025-04-24 00:00:05,1487250,784875,15945750,170.15,14.00,2025-04-30,24400,507300,178350,5438700,223.50,15.28,24328.95,0.34110
203859,2025-04-24 00:00:05,273150,192000,4004025,150.00,14.18,2025-04-30,24450,78525,33075,595875,254.20,15.52,24328.95,0.28750
203860,2025-04-24 00:00:05,2477625,2569125,22902000,131.90,14.13,2025-04-30,24500,557700,327075,3645975,283.55,15.53,24328.95,0.22510
203861,2025-04-24 00:00:05,329550,200625,4347150,113.80,14.21,2025-04-30,24550,41775,13875,230925,316.85,15.69,24328.95,0.12680
203862,2025-04-24 00:00:05,1610100,771375,11949750,101.50,14.56,2025-04-30,24600,147000,84000,508575,356.80,16.27,24328.95,0.09130
203863,2025-04-24 00:00:05,325875,146550,3788775,89.00,14.76,2025-04-30,24650,17700,6975,70425,391.70,14.16,24328.95,0.05430
203864,2025-04-24 00:00:05,1090125,738075,7452975,77.00,14.87,2025-04-30,24700,194175,19350,380550,429.00,16.46,24328.95,0.17810
203865,2025-04-24 00:00:05,223800,128475,3719175,65.00,15.09,2025-04-30,24750,10500,2775,25350,468.50,16.68,24328.95,0.04690
203866,2025-04-24 00:00:05,1096950,639675,9441300,58.40,15.30,2025-04-30,24800,55950,34425,113325,509.40,16.92,24328.95,0.05100
203867,2025-04-24 00:00:05,226650,95400,2425050,52.00,15.21,2025-04-30,24850,8025,600,9975,552.75,17.32,24328.95,0.03540
203868,2025-04-24 00:00:05,943125,864225,5678175,44.00,15.60,2025-04-30,24900,6375,6975,24075,594.35,17.44,24328.95,0.00680
203869,2025-04-24 00:00:05,225975,208725,2201100,39.75,15.93,2025-04-30,24950,825,225,750,618.70,15.27,24328.95,0.00370
203870,2025-04-24 00:00:05,3977250,2709450,16500000,33.30,16.10,2025-04-30,25000,144825,65325,194850,686.00,18.41,24328.95,0.03640
203871,2025-04-24 00:00:05,96825,71325,1305375,25.45,16.46,2025-04-30,25050,450,450,75,730.60,18.65,24328.95,0.00460
203872,2025-04-24 00:00:05,539625,291750,3972900,25.70,16.40,2025-04-30,25100,4275,375,5100,774.30,18.68,24328.95,0.00790
203873,2025-04-24 00:00:05,88275,72225,966600,23.95,17.40,2025-04-30,25150,600,600,75,802.85,15.93,24328.95,0.00680
203874,2025-04-24 00:00:05,1005600,675150,5385600,20.00,17.00,2025-04-30,25200,1875,675,2625,878.60,21.03,24328.95,0.00190
203875,2025-04-24 00:00:05,160650,70950,1295250,18.25,17.38,2025-04-30,25250,300,225,225,914.60,19.67,24328.95,0.00190
203876,2025-04-24 00:00:05,698475,370425,2808975,15.10,17.12,2025-04-30,25300,2475,1800,1425,962.40,20.08,24328.95,0.00350
203877,2025-04-24 00:00:05,157425,46500,905475,13.75,17.73,2025-04-30,25350,750,225,825,1007.95,19.99,24328.95,0.00480
203878,2025-04-24 00:00:05,1210575,1158600,4472025,11.10,17.64,2025-04-30,25400,4575,4575,2025,1060.50,21.26,24328.95,0.00380
203879,2025-04-24 00:00:05,108225,53025,650175,10.00,18.43,2025-04-30,25450,150,150,600,1093.50,0.00,24328.95,0.00140
203880,2025-04-24 00:00:05,2936550,1148400,8015025,9.20,18.07,2025-04-30,25500,37950,9300,35475,1155.00,21.55,24328.95,0.01290
203881,2025-04-24 00:00:05,71250,41100,494100,7.00,18.86,2025-04-30,25550,450,450,300,1188.40,0.00,24328.95,0.00630
203882,2025-04-24 00:00:05,993300,736200,2694675,6.40,18.43,2025-04-30,25600,675,375,600,1251.10,0.00,24328.95,0.00070
203883,2025-04-24 00:00:05,74325,31875,513750,5.50,19.35,2025-04-30,25650,0,0,150,1290.85,0.00,24328.95,0.00000
203884,2025-04-24 00:00:05,1005675,373950,3102975,4.25,18.62,2025-04-30,25700,0,0,75,1410.00,29.22,24328.95,0.00000
203885,2025-04-24 00:00:05,115200,30375,518100,3.40,19.17,2025-04-30,25750,0,0,600,1397.95,0.00,24328.95,0.00000
203886,2025-04-24 00:00:05,2891400,158700,6370125,2.50,18.19,2025-04-30,25800,0,0,0,0.00,0.00,24328.95,0.00000
203887,2025-04-24 00:00:05,219450,29400,633150,1.95,17.94,2025-04-30,25850,0,0,600,1495.25,0.00,24328.95,0.00000
203888,2025-04-24 00:00:05,2627325,1009500,7114650,2.00,18.68,2025-04-30,25900,150,75,150,1525.10,0.00,24328.95,0.00010
204112,2025-04-24 00:05:05,0,0,0,0.00,0.00,2025-04-30,20400,620400,553875,908400,2.35,49.80,24328.95,
204113,2025-04-24 00:05:05,0,0,0,0.00,0.00,2025-04-30,20450,78375,43050,229200,2.55,49.07,24328.95,
204114,2025-04-24 00:05:05,0,0,0,0.00,0.00,2025-04-30,20500,764925,602550,1189275,2.60,48.58,24328.95,
204115,2025-04-24 00:05:05,75,75,0,3343.15,0.00,2025-04-30,20550,6750,7950,17475,2.55,47.85,24328.95,90.00000
204116,2025-04-24 00:05:05,75,75,0,3281.55,0.00,2025-04-30,20600,50175,42075,238725,2.60,47.36,24328.95,669.00000
204117,2025-04-24 00:05:05,0,0,0,0.00,0.00,2025-04-30,20650,11325,3525,33000,3.40,48.10,24328.95,
204118,2025-04-24 00:05:05,75,75,0,3180.25,0.00,2025-04-30,20700,39825,34350,184275,2.65,46.88,24328.95,531.00000
204119,2025-04-24 00:05:05,75,75,0,3423.25,0.00,2025-04-30,20750,19350,7500,36675,3.65,47.61,24328.95,258.00000
204120,2025-04-24 00:05:05,75,75,0,3073.60,0.00,2025-04-30,20800,112125,113175,254475,4.15,47.36,24328.95,1495.00000
204121,2025-04-24 00:05:05,0,0,0,0.00,0.00,2025-04-30,20850,3450,0,17775,3.10,45.17,24328.95,
204122,2025-04-24 00:05:05,75,75,75,3345.00,0.00,2025-04-30,20900,62550,23400,277725,3.80,45.65,24328.95,834.00000
204123,2025-04-24 00:05:05,75,75,0,2924.85,0.00,2025-04-30,20950,6675,1500,20025,3.15,43.95,24328.95,89.00000
204124,2025-04-24 00:05:05,3825,3450,450,3354.85,57.92,2025-04-30,21000,1443450,621075,2906175,4.25,44.31,24328.95,377.37250
204125,2025-04-24 00:05:05,75,75,0,2825.40,0.00,2025-04-30,21050,11325,8475,27075,3.65,43.46,24328.95,151.00000
204126,2025-04-24 00:05:05,75,75,0,2775.70,0.00,2025-04-30,21100,40500,34050,282375,3.10,42.36,24328.95,540.00000
204127,2025-04-24 00:05:05,75,150,0,3026.10,0.00,2025-04-30,21150,8775,16050,25275,3.85,42.48,24328.95,117.00000
204128,2025-04-24 00:05:05,75,0,0,2940.00,0.00,2025-04-30,21200,82425,77025,324825,4.35,42.48,24328.95,1099.00000
204129,2025-04-24 00:05:05,75,150,0,2926.80,0.00,2025-04-30,21250,600,0,1725,4.35,41.87,24328.95,8.00000
204130,2025-04-24 00:05:05,225,300,0,2873.05,0.00,2025-04-30,21300,49575,27075,143775,3.40,40.04,24328.95,220.33330
204131,2025-04-24 00:05:05,225,300,0,2823.45,0.00,2025-04-30,21350,6225,7275,16275,5.40,41.75,24328.95,27.66670
204132,2025-04-24 00:05:05,675,675,150,2940.00,44.01,2025-04-30,21400,68400,67125,232050,4.60,40.28,24328.95,101.33330
204133,2025-04-24 00:05:05,750,675,0,2718.20,0.00,2025-04-30,21450,8175,14025,23100,4.50,39.86,24328.95,10.90000
204134,2025-04-24 00:05:05,15900,13200,5475,2840.00,42.60,2025-04-30,21500,864900,686175,1649700,4.80,39.06,24328.95,54.39620
204135,2025-04-24 00:05:05,450,600,0,2633.35,0.00,2025-04-30,21550,5850,10200,27750,5.30,39.06,24328.95,13.00000
204136,2025-04-24 00:05:05,25725,25275,675,2745.05,44.25,2025-04-30,21600,183375,65925,454200,5.00,38.09,24328.95,7.12830
204137,2025-04-24 00:05:05,375,525,0,2535.40,0.00,2025-04-30,21650,17475,17100,52350,5.20,37.60,24328.95,46.60000
204138,2025-04-24 00:05:05,2925,2400,600,2632.00,29.79,2025-04-30,21700,192450,72750,403050,4.70,38.94,24328.95,65.79490
204139,2025-04-24 00:05:05,675,825,0,2431.75,0.00,2025-04-30,21750,52050,31425,108450,5.35,36.50,24328.95,77.11110
204140,2025-04-24 00:05:05,9675,9750,1125,2567.25,31.25,2025-04-30,21800,380550,193275,1010400,6.45,37.17,24328.95,39.33330
204141,2025-04-24 00:05:05,600,750,0,2332.50,0.00,2025-04-30,21850,18375,15225,51975,6.00,35.77,24328.95,30.62500
204142,2025-04-24 00:05:05,1275,1275,225,2451.15,42.51,2025-04-30,21900,231150,82350,890550,6.25,35.64,24328.95,181.29410
204143,2025-04-24 00:05:05,375,450,0,1927.65,0.00,2025-04-30,21950,47775,36225,228975,6.35,35.10,24328.95,127.40000
204144,2025-04-24 00:05:05,190050,185025,39600,2342.00,0.00,2025-04-30,22000,1636125,1170075,4246875,7.10,34.97,24328.95,8.60890
204145,2025-04-24 00:05:05,4650,4575,150,2200.00,0.00,2025-04-30,22050,16125,11925,74025,7.10,33.94,24328.95,3.46770
204146,2025-04-24 00:05:05,10275,10200,525,2265.80,44.02,2025-04-30,22100,120975,299850,1208100,7.50,33.94,24328.95,11.77370
204147,2025-04-24 00:05:05,1050,1275,0,2037.75,0.00,2025-04-30,22150,21975,25425,117300,5.90,32.10,24328.95,20.92860
204148,2025-04-24 00:05:05,13575,13650,2700,2167.75,42.88,2025-04-30,22200,240075,199050,948375,8.00,32.90,24328.95,17.68510
204149,2025-04-24 00:05:05,1125,300,975,1995.00,0.00,2025-04-30,22250,43125,36075,159000,9.90,32.90,24328.95,38.33330
204150,2025-04-24 00:05:05,15075,12150,3825,2045.00,34.03,2025-04-30,22300,416550,216375,948750,9.00,32.10,24328.95,27.63180
204151,2025-04-24 00:05:05,3600,3600,150,2007.90,37.75,2025-04-30,22350,51000,32550,231075,9.55,31.74,24328.95,14.16670
204152,2025-04-24 00:05:05,20175,18975,3600,1950.75,34.73,2025-04-30,22400,223650,163050,838875,10.65,31.59,24328.95,11.08550
204153,2025-04-24 00:05:05,9450,9525,600,1895.95,32.23,2025-04-30,22450,27675,26550,196200,10.50,30.40,24328.95,2.92860
204154,2025-04-24 00:05:05,150300,164700,56475,1851.95,0.00,2025-04-30,22500,1403775,1043100,4775700,10.85,30.88,24328.95,9.33980
204155,2025-04-24 00:05:05,7575,7575,225,1766.30,0.00,2025-04-30,22550,40200,20850,224400,11.70,29.48,24328.95,5.30690
204156,2025-04-24 00:05:05,18600,13725,9075,1751.25,0.00,2025-04-30,22600,520500,179700,1332750,10.50,28.69,24328.95,27.98390
204157,2025-04-24 00:05:05,975,900,300,1707.00,32.68,2025-04-30,22650,44775,21600,276825,12.30,28.32,24328.95,45.92310
204158,2025-04-24 00:05:05,104175,50025,59700,1652.10,0.00,2025-04-30,22700,580200,203700,2131125,13.30,28.44,24328.95,5.56950
204159,2025-04-24 00:05:05,9975,9075,1725,1610.00,31.86,2025-04-30,22750,125475,63525,495900,13.50,27.22,24328.95,12.57890
204160,2025-04-24 00:05:05,41625,41550,10125,1552.65,0.00,2025-04-30,22800,826275,540825,3165000,15.35,27.71,24328.95,19.85050
204161,2025-04-24 00:05:05,9450,7350,4125,1400.00,0.00,2025-04-30,22850,70425,59025,344025,15.35,26.09,24328.95,7.45240
204162,2025-04-24 00:05:05,60450,56475,10500,1458.00,28.90,2025-04-30,22900,434400,263475,2124975,15.30,26.18,24328.95,7.18610
204163,2025-04-24 00:05:05,12525,12525,150,1388.50,0.00,2025-04-30,22950,85200,62925,375900,18.15,26.34,24328.95,6.80240
204164,2025-04-24 00:05:05,290550,259800,120150,1358.90,0.00,2025-04-30,23000,2606700,1814475,7864425,18.10,25.73,24328.95,8.97160
204165,2025-04-24 00:05:05,6975,6975,525,1160.00,0.00,2025-04-30,23050,86775,35550,496875,20.00,25.30,24328.95,12.44090
204166,2025-04-24 00:05:05,112800,63600,58575,1262.05,0.00,2025-04-30,23100,377250,305550,2267400,19.05,24.48,24328.95,3.34440
204167,2025-04-24 00:05:05,8550,8700,300,1219.95,27.18,2025-04-30,23150,56100,50775,492975,21.85,23.38,24328.95,6.56140
204168,2025-04-24 00:05:05,103425,101775,39225,1165.00,0.00,2025-04-30,23200,888450,645975,3484425,20.35,23.35,24328.95,8.59030
204169,2025-04-24 00:05:05,11025,8775,9075,1116.55,13.67,2025-04-30,23250,147375,117450,800700,23.75,23.01,24328.95,13.36730
204170,2025-04-24 00:05:05,181725,165600,61425,1070.00,24.52,2025-04-30,23300,1028100,834825,4412325,24.10,22.46,24328.95,5.65740
204171,2025-04-24 00:05:05,30975,34800,13950,1013.35,0.00,2025-04-30,23350,114750,104475,834300,26.25,21.88,24328.95,3.70460
204172,2025-04-24 00:05:05,212100,228375,63900,971.00,15.26,2025-04-30,23400,688200,532725,3306975,26.40,21.58,24328.95,3.24470
204173,2025-04-24 00:05:05,19125,20175,3825,922.00,15.01,2025-04-30,23450,151575,105375,905550,30.95,20.97,24328.95,7.92550
204174,2025-04-24 00:05:05,507375,504000,343575,875.30,15.50,2025-04-30,23500,1952925,1615875,9169125,32.25,20.39,24328.95,3.84910
204175,2025-04-24 00:05:05,27075,27225,7800,828.00,15.50,2025-04-30,23550,163575,129600,1195275,35.80,19.30,24328.95,6.04160
204176,2025-04-24 00:05:05,202725,203925,108900,781.05,15.47,2025-04-30,23600,829050,634350,4473525,36.75,19.36,24328.95,4.08950
204177,2025-04-24 00:05:05,20025,22875,11325,735.15,15.53,2025-04-30,23650,172125,169575,1853925,39.45,18.72,24328.95,8.59550
204178,2025-04-24 00:05:05,369825,382575,182550,686.15,14.89,2025-04-30,23700,1095375,1018650,6644625,42.90,18.23,24328.95,2.96190
204179,2025-04-24 00:05:05,35100,38400,45750,640.00,14.69,2025-04-30,23750,643875,258450,3591825,46.00,17.81,24328.95,18.34400
204180,2025-04-24 00:05:05,294000,370500,440625,594.00,14.43,2025-04-30,23800,1484625,1029525,9571875,50.95,17.43,24328.95,5.04970
204181,2025-04-24 00:05:05,89400,186300,239700,525.00,14.69,2025-04-30,23850,346200,207900,3065400,56.15,17.19,24328.95,3.87250
