ledger_id,date_entry,call_writer_oi,call_wri_oi_prev,call_volume,call_ltp,call_iv,expiry_date,strike_price,put_writer_oi,put_wri_oi_prev,put_volume,put_ltp,put_iv,nifty_spot_price,pcr
204063,2025-04-24 00:05:05,3423300,3789150,1151850,813.90,32.47,2025-04-24,23500,10799100,8940225,70374900,6.70,36.13,24328.95,3.15460
204064,2025-04-24 00:05:05,88350,105150,54675,761.00,30.64,2025-04-24,23550,2821650,1308450,28182900,7.10,34.61,24328.95,31.93720
204065,2025-04-24 00:05:05,715950,889200,689175,713.00,26.12,2025-04-24,23600,6767550,3549975,52719000,7.35,32.96,24328.95,9.45250
204066,2025-04-24 00:05:05,236175,253050,64875,658.25,21.97,2025-04-24,23650,2777025,1330725,30806100,7.85,31.49,24328.95,11.75830
204067,2025-04-24 00:05:05,845775,1010625,760725,610.50,24.78,2025-04-24,23700,6164025,5386800,63809625,8.05,29.60,24328.95,7.28800
204068,2025-04-24 00:05:05,180000,242925,298350,561.40,24.05,2025-04-24,23750,1998975,1541175,44901825,8.55,28.14,24328.95,11.10540
204069,2025-04-24 00:05:05,1950900,2429550,2434350,510.25,23.74,2025-04-24,23800,5754075,6923925,103848450,9.00,26.31,24328.95,2.94940
204070,2025-04-24 00:05:05,352125,433200,639750,462.10,21.12,2025-04-24,23850,1796400,2000025,57107250,9.60,24.54,24328.95,5.10160
204071,2025-04-24 00:05:05,1064625,1627125,4206600,412.70,20.94,2025-04-24,23900,5499675,6680475,120090525,9.60,22.71,24328.95,5.16580
204072,2025-04-24 00:05:05,432750,615225,2578275,362.95,18.74,2025-04-24,23950,2766750,2423175,81999900,10.55,20.90,24328.95,6.39340
204073,2025-04-24 00:05:05,3390900,4464075,33219750,313.00,17.09,2025-04-24,24000,13526100,10971525,257829375,11.10,18.92,24328.95,3.98890
204074,2025-04-24 00:05:05,775200,979725,13906500,265.70,15.26,2025-04-24,24050,3324450,2911800,122127225,11.55,16.82,24328.95,4.28850
204075,2025-04-24 00:05:05,3007650,4413525,76550700,215.95,13.06,2025-04-24,24100,9320550,6968550,264766650,12.75,14.86,24328.95,3.09890
204076,2025-04-24 00:05:05,1770375,3323250,102919425,167.30,11.63,2025-04-24,24150,5139075,3892425,223200525,15.30,13.12,24328.95,2.90280
204077,2025-04-24 00:05:05,6606225,9263775,345620400,123.30,10.68,2025-04-24,24200,11321400,5060775,436413525,21.05,11.90,24328.95,1.71370
204078,2025-04-24 00:05:05,3626175,3696300,288836850,88.20,10.85,2025-04-24,24250,4771350,940800,270926775,34.65,11.66,24328.95,1.31580
204079,2025-04-24 00:05:05,10924950,6487725,500482950,63.50,11.87,2025-04-24,24300,6849825,1600200,330140175,58.00,12.30,24328.95,0.62700
204080,2025-04-24 00:05:05,6182850,2648775,282534525,46.70,13.00,2025-04-24,24350,1973100,309225,112355400,91.20,13.44,24328.95,0.31910
204081,2025-04-24 00:05:05,8155650,6227175,282323625,36.50,14.59,2025-04-24,24400,1699275,329850,75107625,130.85,14.89,24328.95,0.20840
204082,2025-04-24 00:05:05,3244650,2081175,139963500,29.00,15.93,2025-04-24,24450,201225,35775,13564500,174.95,16.75,24328.95,0.06200
204083,2025-04-24 00:05:05,10370400,9559200,254897925,22.55,17.15,2025-04-24,24500,922125,635175,23587200,217.10,17.55,24328.95,0.08890
204084,2025-04-24 00:05:05,2265900,1820925,105560400,18.05,18.19,2025-04-24,24550,48000,9825,2030325,262.50,18.89,24328.95,0.02120
204085,2025-04-24 00:05:05,5184000,4175325,136198800,13.65,19.17,2025-04-24,24600,86325,30375,2533575,310.00,20.32,24328.95,0.01670
204086,2025-04-24 00:05:05,2080200,1979925,80743575,11.10,20.20,2025-04-24,24650,12150,7200,343125,356.20,21.30,24328.95,0.00580
204087,2025-04-24 00:05:05,5694075,3714675,108168900,8.80,21.18,2025-04-24,24700,37650,29250,672750,403.25,22.09,24328.95,0.00660
204088,2025-04-24 00:05:05,3072225,1474800,55816275,7.60,22.28,2025-04-24,24750,4200,3600,74175,452.30,23.65,24328.95,0.00140
204089,2025-04-24 00:05:05,7207275,4188075,97641525,6.00,23.19,2025-04-24,24800,52350,21525,509625,501.50,24.29,24328.95,0.00730
204090,2025-04-24 00:05:05,2728350,1441050,45052275,4.80,23.99,2025-04-24,24850,2400,1125,29100,551.90,27.34,24328.95,0.00090
204091,2025-04-24 00:05:05,5412975,3290475,61844325,4.10,24.84,2025-04-24,24900,9225,8325,31650,597.05,25.39,24328.95,0.00170
204092,2025-04-24 00:05:05,2188800,999750,36208425,3.35,25.88,2025-04-24,24950,2475,1200,13650,653.15,32.04,24328.95,0.00110
204093,2025-04-24 00:05:05,14081550,12513450,109203600,3.25,27.59,2025-04-24,25000,486525,635325,574425,698.10,29.91,24328.95,0.03460
204094,2025-04-24 00:05:05,1944600,1079850,29187450,2.80,28.44,2025-04-24,25050,1875,1950,525,749.00,32.53,24328.95,0.00100
204095,2025-04-24 00:05:05,6594225,2838900,55118175,2.75,29.54,2025-04-24,25100,23925,27375,5250,801.00,36.01,24328.95,0.00360
204096,2025-04-24 00:05:05,1681875,723675,27820425,2.35,30.52,2025-04-24,25150,1650,1950,750,840.25,0.00,24328.95,0.00100
204097,2025-04-24 00:05:05,6233850,2724750,53295900,2.00,31.25,2025-04-24,25200,11400,17325,17025,897.45,36.01,24328.95,0.00180
204098,2025-04-24 00:05:05,879450,860925,21155325,1.85,32.23,2025-04-24,25250,1050,1125,2025,997.90,64.85,24328.95,0.00120
204099,2025-04-24 00:05:05,4176375,3278025,43140900,1.70,33.45,2025-04-24,25300,3675,4275,1875,998.50,40.53,24328.95,0.00090
204100,2025-04-24 00:05:05,728175,863325,10836300,1.45,34.42,2025-04-24,25350,825,825,675,1050.00,43.82,24328.95,0.00110
204101,2025-04-24 00:05:05,2387100,2658300,26242275,1.40,35.40,2025-04-24,25400,2925,3150,1275,1099.20,44.56,24328.95,0.00120
204102,2025-04-24 00:05:05,829425,1292475,13218750,1.20,36.62,2025-04-24,25450,2175,2025,1350,1129.00,0.00,24328.95,0.00260
204103,2025-04-24 00:05:05,14848725,16989750,76100775,1.25,37.60,2025-04-24,25500,350475,665850,445275,1196.50,43.70,24328.95,0.02360
204104,2025-04-24 00:05:05,845775,1219500,12632250,0.95,39.06,2025-04-24,25550,0,0,0,0.00,0.00,24328.95,0.00000
204105,2025-04-24 00:05:05,4762200,7295475,38979600,0.80,39.06,2025-04-24,25600,225,150,150,1282.40,0.00,24328.95,0.00000
204106,2025-04-24 00:05:05,300600,146400,7489050,1.10,41.50,2025-04-24,25650,0,0,0,0.00,0.00,24328.95,0.00000
204107,2025-04-24 00:05:05,577425,763950,13950000,0.90,41.50,2025-04-24,25700,75,75,0,1597.15,131.84,24328.95,0.00010
204108,2025-04-24 00:05:05,386400,157050,8643825,0.70,42.97,2025-04-24,25750,0,0,0,0.00,0.00,24328.95,0.00000
204109,2025-04-24 00:05:05,959100,824400,15173175,0.85,43.95,2025-04-24,25800,0,0,75,1464.10,0.00,24328.95,0.00000
204110,2025-04-24 00:05:05,273450,174600,9548025,1.00,45.41,2025-04-24,25850,0,0,0,0.00,0.00,24328.95,0.00000
204111,2025-04-24 00:05:05,3602550,3338025,57261150,0.85,46.88,2025-04-24,25900,600,600,0,1543.95,0.00,24328.95,0.00020
204334,2025-04-24 00:10:05,31200,31200,0,3840.80,0.00,2025-04-24,20350,5130600,4626375,54652650,0.55,113.28,24328.95,164.44230
204335,2025-04-24 00:10:05,19425,19350,0,3781.55,0.00,2025-04-24,20400,1971450,2546700,6507825,0.80,115.23,24328.95,101.49030
204336,2025-04-24 00:10:05,23475,23475,0,3730.20,0.00,2025-04-24,20450,390600,414450,7317525,0.60,113.28,24328.95,16.63900
204337,2025-04-24 00:10:05,231525,427050,200475,3807.25,0.00,2025-04-24,20500,3090825,3670275,11037900,0.90,115.23,24328.95,13.34990
204338,2025-04-24 00:10:05,750,750,0,3698.90,0.00,2025-04-24,20550,108450,146775,2495025,0.85,115.23,24328.95,144.60000
204339,2025-04-24 00:10:05,11400,11325,0,3599.20,0.00,2025-04-24,20600,176700,137850,2331975,0.70,109.38,24328.95,15.50000
204340,2025-04-24 00:10:05,375,450,0,3206.25,0.00,2025-04-24,20650,92175,70800,977700,0.65,107.42,24328.95,245.80000
204341,2025-04-24 00:10:05,450,450,0,3490.00,0.00,2025-04-24,20700,136875,244425,2389050,0.55,107.42,24328.95,304.16670
204342,2025-04-24 00:10:05,600,675,0,3107.25,0.00,2025-04-24,20750,42375,77100,1023675,1.10,109.38,24328.95,70.62500
204343,2025-04-24 00:10:05,13800,13875,2400,3504.85,0.00,2025-04-24,20800,659175,675825,3804750,0.65,103.52,24328.95,47.76630
204344,2025-04-24 00:10:05,975,1050,0,3003.45,0.00,2025-04-24,20850,131250,116700,1610025,0.80,103.52,24328.95,134.61540
204345,2025-04-24 00:10:05,1050,1050,0,3265.00,0.00,2025-04-24,20900,137400,194250,1550100,1.40,107.42,24328.95,130.85710
204346,2025-04-24 00:10:05,1500,1575,0,2901.15,0.00,2025-04-24,20950,45450,43050,634875,0.60,103.52,24328.95,30.30000
204347,2025-04-24 00:10:05,296625,685125,408075,3307.85,91.80,2025-04-24,21000,4644150,5792550,9681075,0.90,101.56,24328.95,15.65660
204348,2025-04-24 00:10:05,1500,1575,0,2820.00,0.00,2025-04-24,21050,47250,41400,1139250,0.55,99.61,24328.95,31.50000
204349,2025-04-24 00:10:05,1650,1650,150,3101.00,0.00,2025-04-24,21100,175425,281400,2223600,0.90,96.68,24328.95,106.31820
204350,2025-04-24 00:10:05,1425,1500,0,2702.60,0.00,2025-04-24,21150,25875,33600,836550,1.10,97.66,24328.95,18.15790
204351,2025-04-24 00:10:05,8550,8625,150,2985.00,0.00,2025-04-24,21200,1088400,1139850,4971300,1.30,97.66,24328.95,127.29820
204352,2025-04-24 00:10:05,12750,12750,0,2586.00,0.00,2025-04-24,21250,87675,100650,921000,1.30,95.70,24328.95,6.87650
204353,2025-04-24 00:10:05,15900,17025,1425,3015.75,118.16,2025-04-24,21300,1058100,1106550,6248775,1.45,94.73,24328.95,66.54720
204354,2025-04-24 00:10:05,26175,26100,0,2501.90,0.00,2025-04-24,21350,69750,85725,1384425,0.55,91.31,24328.95,2.66480
204355,2025-04-24 00:10:05,21675,22050,750,2913.55,109.13,2025-04-24,21400,1109175,1260450,6410775,1.50,91.31,24328.95,51.17300
204356,2025-04-24 00:10:05,16050,16050,150,2852.90,0.00,2025-04-24,21450,32100,50175,1048500,1.20,84.96,24328.95,2.00000
204357,2025-04-24 00:10:05,119175,227625,111525,2808.80,88.38,2025-04-24,21500,2687700,3135600,9676275,1.40,86.91,24328.95,22.55250
204358,2025-04-24 00:10:05,24525,24375,0,2643.95,0.00,2025-04-24,21550,113175,140550,1710225,0.65,81.05,24328.95,4.61470
204359,2025-04-24 00:10:05,20700,21225,975,2715.00,105.71,2025-04-24,21600,331725,366825,2822475,1.25,84.96,24328.95,16.02540
204360,2025-04-24 00:10:05,30600,30600,0,2181.20,0.00,2025-04-24,21650,94200,143100,2450775,1.50,84.96,24328.95,3.07840
204361,2025-04-24 00:10:05,20250,21225,1275,2615.15,102.54,2025-04-24,21700,569775,767400,4527825,1.40,82.52,24328.95,28.13700
204362,2025-04-24 00:10:05,14250,14100,0,2301.55,0.00,2025-04-24,21750,168450,188250,2869500,1.05,80.08,24328.95,11.82110
204363,2025-04-24 00:10:05,94425,97950,6000,2512.60,93.02,2025-04-24,21800,784050,954150,9119625,1.80,79.10,24328.95,8.30340
204364,2025-04-24 00:10:05,9900,10200,375,2474.00,109.86,2025-04-24,21850,93150,137925,2330850,0.85,77.15,24328.95,9.40910
204365,2025-04-24 00:10:05,116625,122475,6525,2402.00,0.00,2025-04-24,21900,702450,714075,10247400,1.10,76.66,24328.95,6.02320
204366,2025-04-24 00:10:05,35325,35475,375,2354.75,0.00,2025-04-24,21950,72450,96600,2472975,1.20,80.57,24328.95,2.05100
204367,2025-04-24 00:10:05,1630125,1802175,288075,2307.00,0.00,2025-04-24,22000,5182575,7051425,27038700,1.70,75.68,24328.95,3.17930
204368,2025-04-24 00:10:05,38850,38925,675,2255.25,0.00,2025-04-24,22050,140250,145800,2683350,1.85,72.27,24328.95,3.61000
204369,2025-04-24 00:10:05,466125,476475,11700,2203.00,0.00,2025-04-24,22100,748800,976875,6548175,1.75,72.75,24328.95,1.60640
204370,2025-04-24 00:10:05,16500,16875,1950,2167.15,89.60,2025-04-24,22150,93975,148425,2967900,1.55,70.31,24328.95,5.69550
204371,2025-04-24 00:10:05,171600,194625,27150,2106.25,0.00,2025-04-24,22200,1029150,1991850,13284975,1.55,68.36,24328.95,5.99740
204372,2025-04-24 00:10:05,19875,22950,4350,2059.75,70.07,2025-04-24,22250,214575,245325,4186200,1.10,64.45,24328.95,10.79620
204373,2025-04-24 00:10:05,111600,132225,27150,2005.60,0.00,2025-04-24,22300,1023300,1503150,13319775,1.40,64.94,24328.95,9.16940
204374,2025-04-24 00:10:05,41325,41625,3000,1960.60,69.82,2025-04-24,22350,160875,243750,3296925,1.30,62.99,24328.95,3.89290
204375,2025-04-24 00:10:05,539775,552000,53775,1908.10,56.64,2025-04-24,22400,1513875,2340825,9585300,2.40,63.48,24328.95,2.80460
204376,2025-04-24 00:10:05,89925,93600,6675,1858.20,55.66,2025-04-24,22450,298275,457275,5125125,1.70,61.52,24328.95,3.31690
204377,2025-04-24 00:10:05,1266225,1522350,417225,1806.00,0.00,2025-04-24,22500,6936300,7964400,31370775,1.90,60.55,24328.95,5.47790
204378,2025-04-24 00:10:05,49800,57300,8100,1753.40,0.00,2025-04-24,22550,250950,390075,5191725,1.80,59.08,24328.95,5.03920
204379,2025-04-24 00:10:05,452175,480375,62700,1707.00,0.00,2025-04-24,22600,1305825,1920225,14845800,2.00,58.11,24328.95,2.88790
204380,2025-04-24 00:10:05,36000,51000,17400,1659.45,56.64,2025-04-24,22650,324600,445800,6443775,2.15,56.88,24328.95,9.01670
204381,2025-04-24 00:10:05,470400,523800,112275,1601.80,0.00,2025-04-24,22700,1870425,3081000,17772975,2.20,55.18,24328.95,3.97620
204382,2025-04-24 00:10:05,35925,42225,19875,1558.10,46.88,2025-04-24,22750,443025,484275,9676575,2.40,54.20,24328.95,12.33190
204383,2025-04-24 00:10:05,285225,357150,144675,1505.80,0.00,2025-04-24,22800,2291025,3721425,25424700,2.50,53.47,24328.95,8.03230
204384,2025-04-24 00:10:05,59550,65775,14100,1462.65,57.37,2025-04-24,22850,500025,546900,9915750,2.80,52.25,24328.95,8.39670
204385,2025-04-24 00:10:05,413250,462450,81975,1400.35,0.00,2025-04-24,22900,2045700,2631150,26365650,2.65,50.78,24328.95,4.95030
204386,2025-04-24 00:10:05,54300,76125,31650,1359.15,46.14,2025-04-24,22950,540600,752550,11357625,2.95,49.56,24328.95,9.95580
204387,2025-04-24 00:10:05,1210950,1571550,635250,1307.95,38.57,2025-04-24,23000,8316600,11834250,68639925,3.00,48.46,24328.95,6.86780
204388,2025-04-24 00:10:05,105150,128775,41325,1258.25,39.06,2025-04-24,23050,765975,1358025,12834150,3.70,48.10,24328.95,7.28460
204389,2025-04-24 00:10:05,252825,348300,180600,1207.20,0.00,2025-04-24,23100,2678475,2997900,31061925,3.95,46.75,24328.95,10.59420
204390,2025-04-24 00:10:05,71100,96075,34500,1157.10,0.00,2025-04-24,23150,719100,1075350,14051400,4.05,45.29,24328.95,10.11390
204391,2025-04-24 00:10:05,509025,650100,386625,1111.60,43.58,2025-04-24,23200,3837300,3107625,39038775,4.25,43.70,24328.95,7.53850
204392,2025-04-24 00:10:05,97875,111525,41100,1059.90,38.82,2025-04-24,23250,760950,885675,15223800,4.55,42.48,24328.95,7.77470
204393,2025-04-24 00:10:05,1658325,1838775,470325,1012.20,41.02,2025-04-24,23300,4574175,4293600,46698525,4.85,41.38,24328.95,2.75830
204394,2025-04-24 00:10:05,347850,392250,93300,958.10,29.79,2025-04-24,23350,1191900,1155975,17022375,5.25,39.92,24328.95,3.42650
204395,2025-04-24 00:10:05,1844625,2011725,424500,909.50,32.96,2025-04-24,23400,6423600,4685250,40568700,5.60,38.57,24328.95,3.48230
204396,2025-04-24 00:10:05,115125,141750,41100,858.90,30.03,2025-04-24,23450,1422900,1166475,19490925,6.25,37.48,24328.95,12.35960
204397,2025-04-24 00:10:05,3423300,3789150,1151850,813.90,32.47,2025-04-24,23500,10799100,8940225,70374900,6.70,36.13,24328.95,3.15460
204398,2025-04-24 00:10:05,88350,105150,54675,761.00,30.64,2025-04-24,23550,2821650,1308450,28182900,7.10,34.61,24328.95,31.93720
204399,2025-04-24 00:10:05,715950,889200,689175,713.00,26.12,2025-04-24,23600,6767550,3549975,52719000,7.35,32.96,24328.95,9.45250
204400,2025-04-24 00:10:05,236175,253050,64875,658.25,21.97,2025-04-24,23650,2777025,1330725,30806100,7.85,31.49,24328.95,11.75830
204401,2025-04-24 00:10:05,845775,1010625,760725,610.50,24.78,2025-04-24,23700,6164025,5386800,63809625,8.05,29.60,24328.95,7.28800
204402,2025-04-24 00:10:05,180000,242925,298350,561.40,24.05,2025-04-24,23750,1998975,1541175,44901825,8.55,28.14,24328.95,11.10540
204403,2025-04-24 00:10:05,1950900,2429550,2434350,510.25,23.74,2025-04-24,23800,5754075,6923925,103848450,9.00,26.31,24328.95,2.94940
204404,2025-04-24 00:10:05,352125,433200,639750,462.10,21.12,2025-04-24,23850,1796400,2000025,57107250,9.60,24.54,24328.95,5.10160
204405,2025-04-24 00:10:05,1064625,1627125,4206600,412.70,20.94,2025-04-24,23900,5499675,6680475,120090525,9.60,22.71,24328.95,5.16580
204406,2025-04-24 00:10:05,432750,615225,2578275,362.95,18.74,2025-04-24,23950,2766750,2423175,81999900,10.55,20.90,24328.95,6.39340
204407,2025-04-24 00:10:05,3390900,4464075,33219750,313.00,17.09,2025-04-24,24000,13526100,10971525,257829375,11.10,18.92,24328.95,3.98890
204408,2025-04-24 00:10:05,775200,979725,13906500,265.70,15.26,2025-04-24,24050,3324450,2911800,122127225,11.55,16.82,24328.95,4.28850
204409,2025-04-24 00:10:05,3007650,4413525,76550700,215.95,13.06,2025-04-24,24100,9320550,6968550,264766650,12.75,14.86,24328.95,3.09890
204410,2025-04-24 00:10:05,1770375,3323250,102919425,167.30,11.63,2025-04-24,24150,5139075,3892425,223200525,15.30,13.12,24328.95,2.90280
204411,2025-04-24 00:10:05,6606225,9263775,345620400,123.30,10.68,2025-04-24,24200,11321400,5060775,436413525,21.05,11.90,24328.95,1.71370
204412,2025-04-24 00:10:05,3626175,3696300,288836850,88.20,10.85,2025-04-24,24250,4771350,940800,270926775,34.65,11.66,24328.95,1.31580
204413,2025-04-24 00:10:05,10924950,6487725,500482950,63.50,11.87,2025-04-24,24300,6849825,1600200,330140175,58.00,12.30,24328.95,0.62700
204414,2025-04-24 00:10:05,6182850,2648775,282534525,46.70,13.00,2025-04-24,24350,1973100,309225,112355400,91.20,13.44,24328.95,0.31910
204415,2025-04-24 00:10:05,8155650,6227175,282323625,36.50,14.59,2025-04-24,24400,1699275,329850,75107625,130.85,14.89,24328.95,0.20840
204416,2025-04-24 00:10:05,3244650,2081175,139963500,29.00,15.93,2025-04-24,24450,201225,35775,13564500,174.95,16.75,24328.95,0.06200
204417,2025-04-24 00:10:05,10370400,9559200,254897925,22.55,17.15,2025-04-24,24500,922125,635175,23587200,217.10,17.55,24328.95,0.08890
204418,2025-04-24 00:10:05,2265900,1820925,105560400,18.05,18.19,2025-04-24,24550,48000,9825,2030325,262.50,18.89,24328.95,0.02120
204419,2025-04-24 00:10:05,5184000,4175325,136198800,13.65,19.17,2025-04-24,24600,86325,30375,2533575,310.00,20.32,24328.95,0.01670
204420,2025-04-24 00:10:05,2080200,1979925,80743575,11.10,20.20,2025-04-24,24650,12150,7200,343125,356.20,21.30,24328.95,0.00580
204421,2025-04-24 00:10:05,5694075,3714675,108168900,8.80,21.18,2025-04-24,24700,37650,29250,672750,403.25,22.09,24328.95,0.00660
204422,2025-04-24 00:10:05,3072225,1474800,55816275,7.60,22.28,2025-04-24,24750,4200,3600,74175,452.30,23.65,24328.95,0.00140
204423,2025-04-24 00:10:05,7207275,4188075,97641525,6.00,23.19,2025-04-24,24800,52350,21525,509625,501.50,24.29,24328.95,0.00730
204424,2025-04-24 00:10:05,2728350,1441050,45052275,4.80,23.99,2025-04-24,24850,2400,1125,29100,551.90,27.34,24328.95,0.00090
204425,2025-04-24 00:10:05,5412975,3290475,61844325,4.10,24.84,2025-04-24,24900,9225,8325,31650,597.05,25.39,24328.95,0.00170
204426,2025-04-24 00:10:05,2188800,999750,36208425,3.35,25.88,2025-04-24,24950,2475,1200,13650,653.15,32.04,24328.95,0.00110
204427,2025-04-24 00:10:05,14081550,12513450,109203600,3.25,27.59,2025-04-24,25000,486525,635325,574425,698.10,29.91,24328.95,0.03460
204428,2025-04-24 00:10:05,1944600,1079850,29187450,2.80,28.44,2025-04-24,25050,1875,1950,525,749.00,32.53,24328.95,0.00100
204429,2025-04-24 00:10:05,6594225,2838900,55118175,2.75,29.54,2025-04-24,25100,23925,27375,5250,801.00,36.01,24328.95,0.00360
204430,2025-04-24 00:10:05,1681875,723675,27820425,2.35,30.52,2025-04-24,25150,1650,1950,750,840.25,0.00,24328.95,0.00100
204431,2025-04-24 00:10:05,6233850,2724750,53295900,2.00,31.25,2025-04-24,25200,11400,17325,17025,897.45,36.01,24328.95,0.00180
204432,2025-04-24 00:10:05,879450,860925,21155325,1.85,32.23,2025-04-24,25250,1050,1125,2025,997.90,64.85,24328.95,0.00120
204433,2025-04-24 00:10:05,4176375,3278025,43140900,1.70,33.45,2025-04-24,25300,3675,4275,1875,998.50,40.53,24328.95,0.00090
204434,2025-04-24 00:10:05,728175,863325,10836300,1.45,34.42,2025-04-24,25350,825,825,675,1050.00,43.82,24328.95,0.00110
204435,2025-04-24 00:10:05,2387100,2658300,26242275,1.40,35.40,2025-04-24,25400,2925,3150,1275,1099.20,44.56,24328.95,0.00120
204436,2025-04-24 00:10:05,829425,1292475,13218750,1.20,36.62,2025-04-24,25450,2175,2025,1350,1129.00,0.00,24328.95,0.00260
204437,2025-04-24 00:10:05,14848725,16989750,76100775,1.25,37.60,2025-04-24,25500,350475,665850,445275,1196.50,43.70,24328.95,0.02360
204438,2025-04-24 00:10:05,845775,1219500,12632250,0.95,39.06,2025-04-24,25550,0,0,0,0.00,0.00,24328.95,0.00000
204439,2025-04-24 00:10:05,4762200,7295475,38979600,0.80,39.06,2025-04-24,25600,225,150,150,1282.40,0.00,24328.95,0.00000
204440,2025-04-24 00:10:05,300600,146400,7489050,1.10,41.50,2025-04-24,25650,0,0,0,0.00,0.00,24328.95,0.00000
204441,2025-04-24 00:10:05,577425,763950,13950000,0.90,41.50,2025-04-24,25700,75,75,0,1597.15,131.84,24328.95,0.00010
204442,2025-04-24 00:10:05,386400,157050,8643825,0.70,42.97,2025-04-24,25750,0,0,0,0.00,0.00,24328.95,0.00000
204443,2025-04-24 00:10:05,959100,824400,15173175,0.85,43.95,2025-04-24,25800,0,0,75,1464.10,0.00,24328.95,0.00000
204444,2025-04-24 00:10:05,273450,174600,9548025,1.00,45.41,2025-04-24,25850,0,0,0,0.00,0.00,24328.95,0.00000
204445,2025-04-24 00:10:05,3602550,3338025,57261150,0.85,46.88,2025-04-24,25900,600,600,0,1543.95,0.00,24328.95,0.00020
202776,2025-04-23 23:45:05,0,0,0,0.00,0.00,2025-04-30,20400,620400,553875,908400,2.35,49.80,24328.95,
202777,2025-04-23 23:45:05,0,0,0,0.00,0.00,2025-04-30,20450,78375,43050,229200,2.55,49.07,24328.95,
202778,2025-04-23 23:45:05,0,0,0,0.00,0.00,2025-04-30,20500,764925,602550,1189275,2.60,48.58,24328.95,
202779,2025-04-23 23:45:05,75,75,0,3343.15,0.00,2025-04-30,20550,6750,7950,17475,2.55,47.85,24328.95,90.00000
202780,2025-04-23 23:45:05,75,75,0,3281.55,0.00,2025-04-30,20600,50175,42075,238725,2.60,47.36,24328.95,669.00000
202781,2025-04-23 23:45:05,0,0,0,0.00,0.00,2025-04-30,20650,11325,3525,33000,3.40,48.10,24328.95,
202782,2025-04-23 23:45:05,75,75,0,3180.25,0.00,2025-04-30,20700,39825,34350,184275,2.65,46.88,24328.95,531.00000
202783,2025-04-23 23:45:05,75,75,0,3423.25,0.00,2025-04-30,20750,19350,7500,36675,3.65,47.61,24328.95,258.00000
202784,2025-04-23 23:45:05,75,75,0,3073.60,0.00,2025-04-30,20800,112125,113175,254475,4.15,47.36,24328.95,1495.00000
202785,2025-04-23 23:45:05,0,0,0,0.00,0.00,2025-04-30,20850,3450,0,17775,3.10,45.17,24328.95,
202786,2025-04-23 23:45:05,75,75,75,3345.00,0.00,2025-04-30,20900,62550,23400,277725,3.80,45.65,24328.95,834.00000
202787,2025-04-23 23:45:05,75,75,0,2924.85,0.00,2025-04-30,20950,6675,1500,20025,3.15,43.95,24328.95,89.00000
202788,2025-04-23 23:45:05,3825,3450,450,3354.85,57.92,2025-04-30,21000,1443450,621075,2906175,4.25,44.31,24328.95,377.37250
202789,2025-04-23 23:45:05,75,75,0,2825.40,0.00,2025-04-30,21050,11325,8475,27075,3.65,43.46,24328.95,151.00000
202790,2025-04-23 23:45:05,75,75,0,2775.70,0.00,2025-04-30,21100,40500,34050,282375,3.10,42.36,24328.95,540.00000
202791,2025-04-23 23:45:05,75,150,0,3026.10,0.00,2025-04-30,21150,8775,16050,25275,3.85,42.48,24328.95,117.00000
202792,2025-04-23 23:45:05,75,0,0,2940.00,0.00,2025-04-30,21200,82425,77025,324825,4.35,42.48,24328.95,1099.00000
202793,2025-04-23 23:45:05,75,150,0,2926.80,0.00,2025-04-30,21250,600,0,1725,4.35,41.87,24328.95,8.00000
202794,2025-04-23 23:45:05,225,300,0,2873.05,0.00,2025-04-30,21300,49575,27075,143775,3.40,40.04,24328.95,220.33330
202795,2025-04-23 23:45:05,225,300,0,2823.45,0.00,2025-04-30,21350,6225,7275,16275,5.40,41.75,24328.95,27.66670
202796,2025-04-23 23:45:05,675,675,150,2940.00,44.01,2025-04-30,21400,68400,67125,232050,4.60,40.28,24328.95,101.33330
202797,2025-04-23 23:45:05,750,675,0,2718.20,0.00,2025-04-30,21450,8175,14025,23100,4.50,39.86,24328.95,10.90000
202798,2025-04-23 23:45:05,15900,13200,5475,2840.00,42.60,2025-04-30,21500,864900,686175,1649700,4.80,39.06,24328.95,54.39620
202799,2025-04-23 23:45:05,450,600,0,2633.35,0.00,2025-04-30,21550,5850,10200,27750,5.30,39.06,24328.95,13.00000
202800,2025-04-23 23:45:05,25725,25275,675,2745.05,44.25,2025-04-30,21600,183375,65925,454200,5.00,38.09,24328.95,7.12830
202801,2025-04-23 23:45:05,375,525,0,2535.40,0.00,2025-04-30,21650,17475,17100,52350,5.20,37.60,24328.95,46.60000
202802,2025-04-23 23:45:05,2925,2400,600,2632.00,29.79,2025-04-30,21700,192450,72750,403050,4.70,38.94,24328.95,65.79490
202803,2025-04-23 23:45:05,675,825,0,2431.75,0.00,2025-04-30,21750,52050,31425,108450,5.35,36.50,24328.95,77.11110
202804,2025-04-23 23:45:05,9675,9750,1125,2567.25,31.25,2025-04-30,21800,380550,193275,1010400,6.45,37.17,24328.95,39.33330
202805,2025-04-23 23:45:05,600,750,0,2332.50,0.00,2025-04-30,21850,18375,15225,51975,6.00,35.77,24328.95,30.62500
202806,2025-04-23 23:45:05,1275,1275,225,2451.15,42.51,2025-04-30,21900,231150,82350,890550,6.25,35.64,24328.95,181.29410
202807,2025-04-23 23:45:05,375,450,0,1927.65,0.00,2025-04-30,21950,47775,36225,228975,6.35,35.10,24328.95,127.40000
